N_communes;N_pop;D_pop;N_kids;W_pop;N_retired;N_foreigners;Natural_growth;N_wedding;N_death;Prop_fam;M_home;S_primary;S_tertiary;N_nlog;N_indivihome;little_house;N_social;N_cinema;Migratory_balance
Bad Zurzach;4379.00;671.60;740.00;2561.00;1078.00;1669.00;-24.00;14.00;56.00;5.00;2.12;7.00;256.00;17.00;61.50;49.60;128.00;0.00;14.20
Arbon;14950.00;2487.50;2846.00;9034.00;3070.00;4966.00;1.00;69.00;146.00;4.40;2.07;11.00;698.00;70.00;48.00;64.20;526.00;0.00;10.10
Dozwil;683.00;525.40;155.00;393.00;135.00;112.00;-2.00;1.00;8.00;8.70;2.55;7.00;24.00;2.00;73.20;38.10;X;0.00;1.50
Egnach;4789.00;259.80;1045.00;2938.00;806.00;663.00;18.00;24.00;35.00;9.10;2.54;99.00;212.00;28.00;60.10;42.50;52.00;0.00;16.70
Hefenhofen;1277.00;210.00;257.00;848.00;172.00;190.00;0.00;4.00;8.00;8.20;2.41;24.00;53.00;26.00;62.10;39.20;24.00;0.00;54.70
Horn;2888.00;1679.10;442.00;1796.00;650.00;533.00;-7.00;17.00;36.00;3.10;2.02;X;185.00;15.00;47.80;60.20;32.00;0.00;0.00
Kesswil;998.00;223.80;216.00;547.00;235.00;181.00;-4.00;3.00;9.00;7.10;2.41;15.00;55.00;0.00;69.70;38.00;X;0.00;8.00
Roggwil (TG);3257.00;270.70;743.00;1989.00;525.00;357.00;7.00;14.00;23.00;8.50;2.55;47.00;139.00;124.00;70.50;44.00;13.00;0.00;47.50
Romanshorn;11327.00;1297.50;2141.00;6811.00;2375.00;3612.00;1.00;59.00;120.00;6.00;2.19;22.00;566.00;70.00;53.10;57.70;261.00;1.00;5.80
Salmsach;1481.00;546.50;303.00;937.00;241.00;427.00;6.00;9.00;14.00;7.70;2.37;9.00;46.00;1.00;65.00;49.00;18.00;0.00;-1.40
Sommeri;630.00;149.30;135.00;388.00;107.00;104.00;11.00;2.00;4.00;8.40;2.36;17.00;37.00;1.00;50.60;44.60;X;0.00;14.50
Uttwil;1923.00;441.10;367.00;1162.00;394.00;351.00;-2.00;10.00;19.00;5.70;2.26;17.00;93.00;0.00;64.60;51.60;29.00;0.00;11.50
Amriswil;14211.00;747.20;2956.00;8783.00;2472.00;4675.00;63.00;72.00;99.00;6.90;2.27;76.00;728.00;144.00;53.60;57.70;214.00;0.00;23.80
Bischofszell;5907.00;510.10;1210.00;3584.00;1113.00;1562.00;9.00;32.00;53.00;5.70;2.20;31.00;296.00;5.00;57.60;51.70;86.00;0.00;-11.10
Erlen;3802.00;311.90;901.00;2370.00;531.00;1029.00;23.00;19.00;20.00;9.30;2.50;48.00;131.00;4.00;69.80;44.90;28.00;0.00;-0.50
Hauptwil-Gottshaus;2017.00;161.50;453.00;1240.00;324.00;204.00;9.00;6.00;16.00;9.50;2.47;50.00;90.00;0.00;62.40;42.00;8.00;0.00;6.50
Hohentannen;612.00;76.40;127.00;419.00;66.00;55.00;-1.00;1.00;5.00;7.70;2.46;35.00;24.00;14.00;50.20;36.70;X;0.00;46.80
Kradolf-Schönenberg;3677.00;335.80;723.00;2327.00;627.00;951.00;7.00;16.00;26.00;6.40;2.23;34.00;140.00;3.00;60.80;53.70;64.00;0.00;16.50
Sulgen;3957.00;433.90;786.00;2462.00;709.00;1094.00;-1.00;20.00;38.00;7.90;2.30;33.00;174.00;1.00;63.20;50.20;64.00;0.00;11.90
Zihlschlacht-Sitterdorf;2483.00;203.40;557.00;1539.00;387.00;338.00;9.00;16.00;23.00;8.90;2.42;40.00;97.00;8.00;66.10;43.20;24.00;0.00;10.60
Basadingen-Schlattingen;1818.00;116.30;370.00;1108.00;340.00;287.00;-4.00;3.00;14.00;6.00;2.37;33.00;72.00;3.00;68.80;32.20;11.00;0.00;-8.20
Diessenhofen;4085.00;405.30;774.00;2476.00;835.00;1503.00;28.00;19.00;23.00;5.20;2.13;19.00;194.00;5.00;54.40;57.70;77.00;0.00;4.90
Schlatt (TG);1814.00;116.70;379.00;1121.00;314.00;250.00;13.00;6.00;6.00;5.10;2.35;28.00;83.00;10.00;72.30;38.90;20.00;0.00;13.40
Aadorf;9216.00;462.20;1895.00;5488.00;1833.00;1502.00;27.00;32.00;60.00;6.10;2.28;46.00;429.00;58.00;68.30;50.00;100.00;0.00;16.00
Felben-Wellhausen;2874.00;389.40;619.00;1775.00;480.00;589.00;10.00;9.00;13.00;6.90;2.38;10.00;111.00;9.00;68.90;50.20;40.00;0.00;-1.40
Frauenfeld;25974.00;949.70;4951.00;16072.00;4951.00;6416.00;59.00;129.00;205.00;4.50;2.12;45.00;1855.00;67.00;57.50;58.00;664.00;2.00;5.10
Gachnang;4483.00;460.30;990.00;2770.00;723.00;672.00;15.00;21.00;35.00;7.30;2.42;28.00;208.00;26.00;75.00;44.30;16.00;0.00;3.60
Hüttlingen;829.00;71.50;172.00;501.00;156.00;95.00;10.00;4.00;1.00;6.60;2.37;31.00;26.00;0.00;62.80;38.60;6.00;0.00;-26.30
Matzingen;3029.00;394.40;641.00;1945.00;443.00;835.00;13.00;12.00;23.00;6.00;2.37;27.00;133.00;6.00;68.10;52.40;38.00;0.00;16.30
Neunforn;1086.00;95.60;211.00;656.00;219.00;68.00;13.00;4.00;12.00;5.90;2.36;36.00;47.00;22.00;63.20;36.00;7.00;0.00;24.40
Stettfurt;1216.00;190.90;295.00;716.00;205.00;97.00;5.00;5.00;6.00;8.40;2.48;16.00;47.00;0.00;74.40;31.80;X;0.00;-9.80
Thundorf;1513.00;96.90;366.00;870.00;277.00;116.00;2.00;1.00;8.00;10.40;2.55;49.00;61.00;9.00;59.50;37.80;X;0.00;13.30
Uesslingen-Buch;1096.00;78.10;205.00;683.00;208.00;105.00;2.00;6.00;10.00;6.10;2.37;54.00;59.00;4.00;55.50;33.60;X;0.00;13.80
Warth-Weiningen;1365.00;166.30;273.00;830.00;262.00;155.00;6.00;3.00;12.00;5.10;2.32;15.00;61.00;5.00;70.70;35.10;X;0.00;19.30
Altnau;2343.00;348.10;511.00;1430.00;402.00;518.00;11.00;8.00;12.00;6.40;2.35;30.00;136.00;31.00;67.90;41.60;14.00;0.00;22.50
Bottighofen;2397.00;994.60;444.00;1386.00;567.00;816.00;6.00;7.00;18.00;4.00;2.21;X;211.00;28.00;69.30;54.30;6.00;0.00;37.00
Ermatingen;3640.00;348.00;645.00;2200.00;795.00;1151.00;0.00;16.00;35.00;4.40;2.16;23.00;229.00;17.00;60.20;50.40;12.00;0.00;31.80
Gottlieben;337.00;1087.10;59.00;206.00;72.00;148.00;0.00;3.00;2.00;2.30;1.91;0.00;24.00;0.00;32.90;52.30;X;0.00;0.00
Güttingen;1668.00;174.80;323.00;993.00;352.00;355.00;5.00;6.00;10.00;5.90;2.18;32.00;91.00;16.00;61.10;45.90;6.00;0.00;3.00
Kemmental;2603.00;104.00;568.00;1615.00;420.00;505.00;-3.00;9.00;24.00;7.30;2.44;79.00;117.00;2.00;65.60;33.70;19.00;0.00;5.40
Kreuzlingen;22390.00;1947.00;3983.00;14142.00;4265.00;12389.00;11.00;82.00;207.00;4.60;2.08;11.00;1498.00;127.00;49.40;62.80;448.00;0.00;10.70
Langrickenbach;1337.00;123.50;287.00;865.00;185.00;233.00;4.00;6.00;8.00;7.30;2.39;55.00;60.00;25.00;57.60;36.50;X;0.00;52.10
Lengwil;1730.00;194.60;383.00;1080.00;267.00;491.00;9.00;11.00;6.00;7.50;2.52;33.00;70.00;1.00;67.70;39.30;X;0.00;-15.00
Münsterlingen;3512.00;643.20;671.00;2182.00;659.00;1338.00;5.00;15.00;33.00;5.00;2.23;10.00;173.00;6.00;68.70;43.30;15.00;0.00;2.30
Tägerwilen;4921.00;425.70;1046.00;3087.00;788.00;1837.00;6.00;18.00;37.00;5.40;2.38;25.00;345.00;65.00;65.30;53.80;19.00;0.00;35.50
Wäldi;1055.00;86.40;213.00;643.00;199.00;204.00;-2.00;3.00;9.00;7.10;2.33;38.00;69.00;0.00;58.60;38.80;7.00;0.00;9.50
Affeltrangen;2648.00;183.50;634.00;1609.00;405.00;449.00;18.00;16.00;17.00;9.10;2.46;63.00;126.00;10.00;62.10;36.40;15.00;0.00;10.70
Bettwiesen;1228.00;319.00;230.00;817.00;181.00;273.00;0.00;9.00;9.00;7.20;2.31;13.00;49.00;7.00;69.30;48.50;6.00;0.00;1.60
Bichelsee-Balterswil;2949.00;240.50;657.00;1793.00;499.00;328.00;13.00;17.00;18.00;8.30;2.40;37.00;137.00;24.00;70.90;39.00;31.00;0.00;20.60
Braunau;801.00;87.40;171.00;515.00;115.00;76.00;-2.00;0.00;9.00;7.50;2.47;34.00;37.00;0.00;61.20;34.60;X;0.00;-17.30
Eschlikon;4577.00;735.90;903.00;2851.00;823.00;660.00;8.00;31.00;40.00;6.00;2.28;13.00;237.00;28.00;67.50;49.00;49.00;0.00;18.80
Fischingen;2836.00;92.70;626.00;1724.00;486.00;254.00;2.00;19.00;29.00;8.60;2.36;85.00;112.00;14.00;60.30;36.50;24.00;0.00;10.30
Lommis;1243.00;144.40;275.00;782.00;186.00;158.00;13.00;4.00;7.00;8.20;2.52;21.00;62.00;6.00;69.30;34.10;6.00;0.00;15.50
Münchwilen (TG);5830.00;746.50;1316.00;3548.00;966.00;1261.00;20.00;28.00;41.00;6.50;2.34;24.00;259.00;69.00;67.60;50.60;80.00;0.00;26.10
Rickenbach (TG);2826.00;1788.60;563.00;1776.00;487.00;1074.00;10.00;19.00;24.00;5.50;2.19;X;134.00;42.00;44.50;65.40;63.00;0.00;4.60
Schönholzerswilen;839.00;76.80;213.00;522.00;104.00;69.00;-1.00;3.00;4.00;14.10;2.75;54.00;43.00;0.00;58.80;29.10;X;0.00;-7.10
Sirnach;7901.00;638.20;1552.00;4980.00;1369.00;1904.00;30.00;30.00;48.00;5.30;2.22;37.00;390.00;73.00;63.00;53.40;118.00;0.00;8.50
Tobel-Tägerschen;1589.00;223.50;337.00;1013.00;239.00;267.00;3.00;6.00;8.00;5.80;2.33;21.00;72.00;5.00;65.50;46.60;20.00;0.00;-8.80
Wängi;4766.00;290.10;1048.00;2893.00;825.00;758.00;13.00;19.00;27.00;7.30;2.42;51.00;231.00;12.00;74.60;44.00;44.00;0.00;-3.10
Wilen (TG);2523.00;1121.30;631.00;1503.00;389.00;349.00;9.00;9.00;16.00;7.40;2.51;6.00;101.00;4.00;81.00;41.00;20.00;0.00;-4.00
Wuppenau;1135.00;93.60;292.00;651.00;192.00;90.00;1.00;1.00;8.00;11.10;2.54;45.00;57.00;27.00;63.40;28.90;X;0.00;13.30
Berlingen;906.00;253.10;134.00;502.00;270.00;227.00;-4.00;1.00;11.00;2.50;1.99;5.00;62.00;19.00;61.80;54.70;X;0.00;29.00
Eschenz;1868.00;155.70;360.00;1108.00;400.00;366.00;2.00;11.00;14.00;6.80;2.29;31.00;83.00;6.00;68.60;37.20;10.00;0.00;14.60
Herdern;1117.00;81.40;227.00;714.00;176.00;136.00;3.00;5.00;8.00;5.90;2.33;34.00;45.00;0.00;65.50;39.60;X;0.00;-1.80
